anime_id,anime_name,genres,num_genres,assigned_communities,all_community_names,confidence,is_bridge,communities_spanned,community_distribution
10306,Umi Monogatari: Kanon to Iku Amamikoshima,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10308,Sengoku Otome: Momoiro Paradox,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",6,1,Action & Adventure,0.5,False,3,"{1: 3, 2: 1, 3: 2}"
10313,Dallos Special,"Action, Mecha, Sci-Fi",3,1,Action & Adventure,1.0,False,1,{1: 3}
10319,Chou Dendou Robo Tetsujin 28-gou FX,"Action, Adventure, Mecha, Sci-Fi",4,1,Action & Adventure,1.0,False,1,{1: 4}
10321,Uta no☆Prince-sama♪ Maji Love 1000%,"Harem, Music, Comedy, Romance, School, Shoujo",6,2,Romance & Slice of Life,0.8333333333333334,False,2,"{2: 5, 4: 1}"
10323,Golden★Kids,"Sports, School",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
10324,Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen",5,2,Romance & Slice of Life,0.6,False,2,"{2: 3, 3: 2}"
10330,Bakugan Battle Brawlers: Mechtanium Surge,"Action, Adventure, Fantasy, Game, Shounen",5,1,Action & Adventure,1.0,False,1,{1: 5}
10334,Rurouni Kenshin Recap,"Action, Adventure, Comedy, Historical, Romance, Samurai",6,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 2, 2: 2, 3: 2}"
10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,"Military, Historical",2,"1, 3","Action & Adventure, Dark & Psychological",0.5,True,2,"{1: 1, 3: 1}"
10336,Last Exile: Ginyoku no Fam,"Action, Adventure, Sci-Fi",3,1,Action & Adventure,1.0,False,1,{1: 3}
10338,Honto ni Atta! Reibai Sensei,"Comedy, School, Shounen, Supernatural",4,2,Romance & Slice of Life,0.5,False,3,"{2: 2, 1: 1, 3: 1}"
10342,Tetsuwan Atom: Uchuu no Yuusha,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",6,1,Action & Adventure,0.8333333333333334,False,2,"{1: 5, 3: 1}"
10346,Ring ni Kakero 1: Sekai Taikai-hen,Sports,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10347,Happy Kappy,"Comedy, Fantasy, Shoujo",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 1: 1}"
10348,Fireball Charming,Sci-Fi,1,1,Action & Adventure,1.0,False,1,{1: 1}
10349,Suzy's Zoo: Daisuki! Witzy,Kids,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10350,Hakuouki Sekkaroku,"Action, Historical, Demons, Drama, Fantasy, Josei",6,3,Dark & Psychological,0.6666666666666666,False,2,"{1: 2, 3: 4}"
10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,"Comedy, Sci-Fi, Shounen, Space",4,1,Action & Adventure,0.75,False,2,"{2: 1, 1: 3}"
10353,Okama Hakusho,"Comedy, Seinen",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
10354,Kakomareta Sekai,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10355,Twinkle Heart: Gingakei made Todokanai,"Adventure, Comedy, Space",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 1: 1}"
10359,Jewelpet Sunshine,"Fantasy, Magic, Shoujo",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
10360,Kinniku Banzuke: Kongou-kun no Daibouken!,"Action, Shounen, Sports",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
10361,Macross F: Choujikuu Gekijou,"Comedy, Slice of Life",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
10369,Shougeki Shinsengumi,"Comedy, Historical",2,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{2: 1, 3: 1}"
10370,Metal Fight Beyblade 4D,"Adventure, Sports",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{1: 1, 2: 1}"
10372,Kamisama Dolls,"Action, Seinen, Supernatural",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 1, 2: 1, 3: 1}"
10373,Soul Link Picture Drama,"Romance, Sci-Fi",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{2: 1, 1: 1}"
10375,Denshinbashira no Okaasan,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10378,Shinryaku!? Ika Musume,"Comedy, Shounen, Slice of Life",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 1: 1}"
10379,Natsume Yuujinchou San,"Slice of Life, Demons, Supernatural, Drama, Shoujo",5,3,Dark & Psychological,0.6,False,2,"{2: 2, 3: 3}"
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
10389,Momo e no Tegami,"Supernatural, Drama",2,3,Dark & Psychological,1.0,False,1,{3: 2}
10390,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,"Game, Comedy",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{1: 1, 2: 1}"
10391,Kuragehime: Soreike! Amars Tankentai,"Adventure, Comedy, Josei",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 1, 2: 1, 3: 1}"
10396,Ben-To,"Action, Comedy, Martial Arts",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
10397,Mashiro-iro Symphony: The Color of Lovers,"Harem, Drama, Romance, School",4,2,Romance & Slice of Life,0.75,False,2,"{2: 3, 3: 1}"
10405,Xi Avant,"Adventure, Sci-Fi",2,1,Action & Adventure,1.0,False,1,{1: 2}
10406,Spelunker Sensei,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10407,Shimanchu MiRiKa,Slice of Life,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10408,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",4,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{3: 2, 2: 2}"
10417,Gyo,Horror,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10418,Deadman Wonderland: Akai Knife Tsukai,"Action, Sci-Fi, Horror, Shounen",4,1,Action & Adventure,0.75,False,2,"{1: 3, 3: 1}"
10431,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""","Comedy, Parody",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
10435,Boyfriend,"Sports, Romance, Shoujo",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
10436,Animal Dance,"Music, Dementia",2,4,Niche & Fantasy,1.0,False,1,{4: 2}
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Action, Adventure, Fantasy, Comedy, Shounen",5,1,Action & Adventure,0.8,False,2,"{1: 4, 2: 1}"
10445,Perfect Day,Music,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10447,Aquarion Evol,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",7,1,Action & Adventure,0.5714285714285714,False,3,"{1: 4, 2: 2, 3: 1}"
10448,Rain Town,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10456,Kyoukaisenjou no Horizon,"Action, Sci-Fi, Fantasy",3,1,Action & Adventure,1.0,False,1,{1: 3}
10459,Puu-Neko,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",6,2,Romance & Slice of Life,0.6666666666666666,False,3,"{2: 4, 3: 1, 1: 1}"
10463,Exper Zenon,"Action, Sci-Fi",2,1,Action & Adventure,1.0,False,1,{1: 2}
10464,Seitokai no Ichizon Lv.2,"Harem, Comedy, Parody, School",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
10465,Manyuu Hikenchou,"Action, Comedy, Historical, Ecchi, Samurai, Seinen",6,2,Romance & Slice of Life,0.5,False,3,"{1: 1, 2: 3, 3: 2}"
10466,Phantom Yuusha Densetsu,"Action, Military, Drama, Seinen",4,1,Action & Adventure,0.5,False,3,"{1: 2, 3: 1, 2: 1}"
10469,Sayonara Zetsubou Sensei Special,"Comedy, Mystery, Parody, Shounen",4,2,Romance & Slice of Life,0.5,False,3,"{2: 2, 3: 1, 1: 1}"
10470,God Eater Prologue,"Action, Fantasy, Military, Sci-Fi",4,1,Action & Adventure,1.0,False,1,{1: 4}
10471,Ie Naki Ko Remy Specials,"Adventure, Drama",2,"1, 3","Action & Adventure, Dark & Psychological",0.5,True,2,"{1: 1, 3: 1}"
10477,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,"Comedy, Sci-Fi",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{2: 1, 1: 1}"
10479,Beelzebub Specials,"Action, Comedy, Supernatural, Demons, School, Shounen",6,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 2, 2: 2, 3: 2}"
10481,Otohime Connection,"Slice of Life, Mystery, Drama, Romance, Shoujo",5,2,Romance & Slice of Life,0.6,False,2,"{2: 3, 3: 2}"
10483,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!","Action, Historical, Samurai",3,3,Dark & Psychological,0.6666666666666666,False,2,"{1: 1, 3: 2}"
10490,Blood-C,"Action, Mystery, Horror, Supernatural, Vampire, School",6,3,Dark & Psychological,0.6666666666666666,False,3,"{1: 1, 3: 4, 2: 1}"
10491,Higurashi no Naku Koro ni Kira,"Mystery, Parody",2,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{3: 1, 2: 1}"
10495,Yuru Yuri,"Slice of Life, Comedy, School, Shoujo Ai",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
10497,Hetalia World Series Specials,"Comedy, Historical, Parody",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
10500,Ojiisan no Lamp,"Drama, Historical",2,3,Dark & Psychological,1.0,False,1,{3: 2}
10501,Bannou Yasai Ninninman,"Comedy, Supernatural",2,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{2: 1, 3: 1}"
10502,Tansu Warashi.,"Slice of Life, Comedy, Supernatural",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
10504,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,"Mystery, Historical, Shounen",3,3,Dark & Psychological,0.6666666666666666,False,2,"{3: 2, 1: 1}"
10506,Shiawase Haitatsu Taneko,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10507,Inazuma Eleven Go,"Shounen, Sports, Super Power",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
10509,Hoero! Bun Bun (Movie),Kids,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10511,Toyama Kankou Anime Project,"Slice of Life, Historical",2,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{2: 1, 3: 1}"
10513,Usavich IV,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10516,Anemone,"Magic, Supernatural, Drama",3,3,Dark & Psychological,0.6666666666666666,False,2,"{1: 1, 3: 2}"
10519,Mahou Shoujo Sonico★Magica,"Music, Parody",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{4: 1, 2: 1}"
10521,Working'!!,"Comedy, Romance, Seinen, Slice of Life",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
10524,Duel Masters Victory,"Action, Adventure, Comedy, Shounen",4,1,Action & Adventure,0.75,False,2,"{1: 3, 2: 1}"
10525,Shinseiki Duel Masters Flash,"Comedy, Kids",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{2: 1, 4: 1}"
10526,Duel Masters Zero,"Action, Game, Kids",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 4: 1}"
10527,Duel Masters Cross,"Action, Adventure, Comedy, Shounen",4,1,Action & Adventure,0.75,False,2,"{1: 3, 2: 1}"
10528,Duel Masters Cross Shock,"Action, Adventure, Comedy, Shounen",4,1,Action & Adventure,0.75,False,2,"{1: 3, 2: 1}"
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure, Police, Comedy, Mystery, Shounen",5,1,Action & Adventure,0.6,False,3,"{1: 3, 2: 1, 3: 1}"
10532,Working'!! Announcement Specials,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10533,Fujilog,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Kids, Fantasy, Mecha, Shounen",6,1,Action & Adventure,0.6666666666666666,False,3,"{1: 4, 2: 1, 4: 1}"
10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,"Comedy, Romance, Shoujo",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
10539,Hato no Oyome-san,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10540,Genki!! Ekoda-chan,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10541,Shuukan Shimakou,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10545,The Epic Of ZektBach,"Action, Supernatural, Fantasy",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 3: 1}"
10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,"Drama, Ecchi, Fantasy, Harem, Romance",5,2,Romance & Slice of Life,0.6,False,3,"{3: 1, 2: 3, 1: 1}"
10549,Precure All Stars GoGo Dream Live!,"Action, Fantasy, Magic, Shoujo",4,1,Action & Adventure,0.75,False,2,"{1: 3, 2: 1}"
10554,Yakyuukyou no Uta,"Action, Drama, Sports",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 1, 3: 1, 2: 1}"
10562,Machine Hayabusa,"Action, Cars, Sports, Shounen",4,1,Action & Adventure,0.5,False,3,"{1: 2, 4: 1, 2: 1}"
10563,Yakyuukyou no Uta: Kita no Ookami Minami no Tora,"Action, Sports, Drama",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 1, 2: 1, 3: 1}"
10564,Korogashi Ryouta,"Action, Comedy, Seinen",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{1: 1, 2: 2}"
10568,Kamisama no Memochou,Mystery,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10572,Ro-Kyu-Bu!,"Comedy, Ecchi, School, Sports",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
10573,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,"Sports, Shounen",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{2: 1, 1: 1}"
10578,C³,"Action, Comedy, Ecchi, School, Supernatural",5,2,Romance & Slice of Life,0.6,False,3,"{1: 1, 2: 3, 3: 1}"
10581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,"Action, Military, Sci-Fi, Space, Drama, Mecha",6,1,Action & Adventure,0.8333333333333334,False,2,"{1: 5, 3: 1}"
10582,Astarotte no Omocha! EX,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",6,2,Romance & Slice of Life,0.6666666666666666,False,3,"{2: 4, 3: 1, 1: 1}"
10584,Mononoke Dance,"Music, Dementia",2,4,Niche & Fantasy,1.0,False,1,{4: 2}
10585,Chuunen Punk,Music,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10586,Cafe de Oni,Music,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10588,Persona 4 the Animation,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",6,1,Action & Adventure,0.5,False,3,"{1: 3, 3: 2, 2: 1}"
10589,Naruto: Shippuuden Movie 5 - Blood Prison,"Action, Adventure, Martial Arts, Super Power, Mystery, Shounen",6,1,Action & Adventure,0.8333333333333334,False,2,"{1: 5, 3: 1}"
10592,s.CRY.ed Alteration I: Tao,"Action, Sci-Fi, Adventure, Super Power, Shounen",5,1,Action & Adventure,1.0,False,1,{1: 5}
10594,Tokimeki Tonight Recaps,"Comedy, Fantasy, Romance, Shoujo, Vampire",5,2,Romance & Slice of Life,0.6,False,3,"{2: 3, 1: 1, 3: 1}"
10595,VitaminX Addiction,"Romance, School",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
10602,Hayabusa: Back to the Earth - Kikan,Historical,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10603,Hayabusa: Back to the Earth,Historical,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10604,Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,"Action, Mystery, Comedy, Romance",4,2,Romance & Slice of Life,0.5,False,3,"{1: 1, 3: 1, 2: 2}"
10607,Rerere no Tensai Bakabon,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10611,R-15,"Comedy, Ecchi, Harem, Romance, School",5,2,Romance & Slice of Life,1.0,False,1,{2: 5}
10620,Mirai Nikki,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",6,3,Dark & Psychological,0.6666666666666666,False,2,"{1: 2, 3: 4}"
10622,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,"Action, Adventure, Comedy, Mecha, Sci-Fi",5,1,Action & Adventure,0.8,False,2,"{1: 4, 2: 1}"
10623,Hayan Ma-eum Baeggu,Adventure,1,1,Action & Adventure,1.0,False,1,{1: 1}
10624,Mardock Scramble: The Second Combustion,"Action, Psychological, Sci-Fi",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 3: 1}"
10627,Ski Jumping Pairs: Road to Torino 2006,"Comedy, Sports",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
10628,Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,"Action, Adventure, Magic, Ecchi, Fantasy, School, Shounen",7,1,Action & Adventure,0.7142857142857143,False,2,"{1: 5, 2: 2}"
10629,Tibet Inu Monogatari,Adventure,1,1,Action & Adventure,1.0,False,1,{1: 1}
10633,Shiodome Cable TV,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10638,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,"Sci-Fi, Comedy",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{1: 1, 2: 1}"
10639,Deva Zan,"Action, Fantasy",2,1,Action & Adventure,1.0,False,1,{1: 2}
10643,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",4,2,Romance & Slice of Life,0.5,False,3,"{1: 1, 2: 2, 3: 1}"
10647,Ao no Exorcist: Ura Ex,"Action, Fantasy, Supernatural, Shounen",4,1,Action & Adventure,0.75,False,2,"{1: 3, 3: 1}"
10648,Mars,"Action, Mecha, Sci-Fi, Shounen",4,1,Action & Adventure,1.0,False,1,{1: 4}
10653,Running Boy: Star Soldier no Himitsu,"Sci-Fi, Space",2,1,Action & Adventure,1.0,False,1,{1: 2}
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,"Action, Comedy, Martial Arts, Shounen, Super Power",5,1,Action & Adventure,0.8,False,2,"{1: 4, 2: 1}"
10666,Fireball Special,"Comedy, Sci-Fi",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{2: 1, 1: 1}"
10671,Morita-san wa Mukuchi.,"Comedy, School, Slice of Life",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
10674,Omake,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
10679,Maria†Holic: Run Run Riru Ran Ran Rara,"Comedy, Music",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{2: 1, 4: 1}"
10681,Blood-C: The Last Dark,"Action, Horror, Supernatural, Vampire",4,3,Dark & Psychological,0.75,False,2,"{1: 1, 3: 3}"
10684,Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,"Comedy, Fantasy, Kids",3,"1, 2, 4","Action & Adventure, Romance & Slice of Life, Niche & Fantasy",0.3333333333333333,True,3,"{2: 1, 1: 1, 4: 1}"
10685,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,"Comedy, Fantasy, Kids",3,"1, 2, 4","Action & Adventure, Romance & Slice of Life, Niche & Fantasy",0.3333333333333333,True,3,"{2: 1, 1: 1, 4: 1}"
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",5,1,Action & Adventure,1.0,False,1,{1: 5}
10687,Saint Seiya: Legend of Sanctuary,"Sci-Fi, Adventure, Fantasy, Shounen",4,1,Action & Adventure,1.0,False,1,{1: 4}
10688,Muybridge no Ito,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10689,Appleseed XIII Remix Movie 1: Yuigon,"Action, Mecha, Military, Sci-Fi, Police",5,1,Action & Adventure,1.0,False,1,{1: 5}
10690,Magic Tree House,"Adventure, Magic",2,1,Action & Adventure,1.0,False,1,{1: 2}
10691,Downloader,Music,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10693,Appleseed XIII Remix Movie 2: Yogen,"Action, Mecha, Military, Sci-Fi, Police",5,1,Action & Adventure,1.0,False,1,{1: 5}
10701,Ulysses 31 Pilot,"Action, Adventure, Sci-Fi, Space",4,1,Action & Adventure,1.0,False,1,{1: 4}
10702,Tekken: Blood Vengeance,"Action, Fantasy, Martial Arts, Sci-Fi, Supernatural",5,1,Action & Adventure,0.8,False,2,"{1: 4, 3: 1}"
10703,Detective Conan OVA 11: A Secret Order from London,"Adventure, Police, Comedy, Mystery, Shounen",5,1,Action & Adventure,0.6,False,3,"{1: 3, 2: 1, 3: 1}"
10705,Yasai no Yousei: N.Y.Salad,Kids,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10706,Yasai no Yousei: N.Y.Salad 2nd Series,Kids,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10709,Manga Nihon Keizai Nyuumon,"Slice of Life, Historical, Drama, Seinen",4,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{2: 2, 3: 2}"
10710,Houkago no Pleiades: Manner Movie,Magic,1,1,Action & Adventure,1.0,False,1,{1: 1}
10711,Plastic Neesan,"Comedy, School, Seinen",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
10713,Towa no Quon 2: Konton no Ranbu,"Action, Sci-Fi, Mystery, Super Power, Supernatural",5,1,Action & Adventure,0.6,False,2,"{1: 3, 3: 2}"
10714,Towa no Quon 3: Mugen no Renza,"Action, Sci-Fi, Super Power, Psychological, Supernatural",5,1,Action & Adventure,0.6,False,2,"{1: 3, 3: 2}"
10715,Towa no Quon 4: Guren no Shoushin,"Action, Sci-Fi, Super Power, Supernatural",4,1,Action & Adventure,0.75,False,2,"{1: 3, 3: 1}"
10716,Towa no Quon 5: Souzetsu no Raifuku,"Action, Sci-Fi, Super Power, Supernatural",4,1,Action & Adventure,0.75,False,2,"{1: 3, 3: 1}"
10717,Towa no Quon 6: Towa no Quon,"Action, Sci-Fi, Super Power, Supernatural",4,1,Action & Adventure,0.75,False,2,"{1: 3, 3: 1}"
10718,Soliton no Akuma,"Military, Drama, Sci-Fi",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 3: 1}"
10719,Boku wa Tomodachi ga Sukunai,"Ecchi, Slice of Life, Comedy, Harem, Romance, School",6,2,Romance & Slice of Life,1.0,False,1,{2: 6}
10720,Korekuraide Utau,Music,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
10721,Mawaru Penguindrum,"Mystery, Comedy, Dementia, Psychological, Drama",5,3,Dark & Psychological,0.6,False,3,"{3: 3, 2: 1, 4: 1}"
10723,Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
10731,Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,"Action, Comedy, Sports, School, Shounen",5,2,Romance & Slice of Life,0.6,False,2,"{1: 2, 2: 3}"
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,"Adventure, Comedy, Magic, Shounen, Supernatural",5,1,Action & Adventure,0.6,False,3,"{1: 3, 2: 1, 3: 1}"
10735,Planetes Picture Drama,"Comedy, Sci-Fi, Space",3,1,Action & Adventure,0.6666666666666666,False,2,"{2: 1, 1: 2}"
10736,Precure kara Minna e no Ouen Movie,"Fantasy, Magic, Shoujo",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
10737,A-Channel: +A-Channel,"Comedy, School, Slice of Life, Seinen",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
10739,Panty & Stocking in Sanitarybox,"Action, Comedy, Parody, Dementia, Supernatural, Ecchi",6,2,Romance & Slice of Life,0.5,False,4,"{1: 1, 2: 3, 4: 1, 3: 1}"
10740,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,"Adventure, Comedy, Drama, Fantasy, Kids",5,1,Action & Adventure,0.4,False,4,"{1: 2, 2: 1, 3: 1, 4: 1}"
10741,Jingi,"Adventure, Police, Drama",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 3: 1}"
10742,Saru to Kani no Gassen,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10743,Tora-chan no Kankan Mushi,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10751,Kikou Kai Galient OVA,"Action, Sci-Fi, Fantasy, Mecha",4,1,Action & Adventure,1.0,False,1,{1: 4}
10755,Lupin tai Holmes,Mystery,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10756,Shita-kiri Suzume,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10757,Kachikachi Yama,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10758,Momotarou,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10759,Kintarou,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10760,Issunboushi,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
10763,Robot Taekwon V,"Action, Mecha",2,1,Action & Adventure,1.0,False,1,{1: 2}
10765,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,"Game, Comedy, Supernatural, Shounen",4,1,Action & Adventure,0.5,False,3,"{1: 2, 2: 1, 3: 1}"
10766,Detective Conan vs. Wooo,"Adventure, Comedy, Mystery, Police, Shounen",5,1,Action & Adventure,0.6,False,3,"{1: 3, 2: 1, 3: 1}"
10774,Soccer Fever,"Historical, Sports",2,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{3: 1, 2: 1}"
10775,SKET Dance: Tettei Bunseki Special,"School, Shounen",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{2: 1, 1: 1}"
10780,Dead Heat,"Action, Sports, Mecha, Sci-Fi",4,1,Action & Adventure,0.75,False,2,"{1: 3, 2: 1}"
